 Reference Number,  Created Date,"Consumer Address, City","Consumer Address, State Code",Company Name,"Company Phone, Area Code","Company Phone, Number","Company Phone, Extension",Complaint Info Initial Contact Method,Complaint Info Product Service Code
34662653,01/27/2012,Phoenix,AZ,IRS,,,,Phone,9043
34664599,01/27/2012,Gasden,AL,USA Internal Revenue,,,,Internet/E-mail,9043
34686530,01/30/2012,Port Charlotte,FL,IRS,876,4890113,,Phone Call: Landline,2142|9043
34701550,01/30/2012,Anoka,MN,IRS,800,8293903,,Phone Call: Landline,9043
34721708,01/31/2012,Reno,NV,IRS,202,6210357,,Phone Call: Landline,9043
34757743,02/02/2012,New Orleans,LA,IRS Imposter,180,0913678,,Phone,9043
34760675,02/02/2012,Greenbay,WI,IRS/impostor,800,8297650,,Phone,9043
34780311,02/03/2012,Melfa,VA,IRS,800,8297650,,Phone Call: Landline,9043
34859829,02/08/2012,Ridge,NY,IRS,,,,Internet/E-mail,9043
34860989,02/08/2012,Kingwood,TX,IRS,,,,Internet/E-mail,9043
34863862,02/08/2012,Opelousas,LA,IRS,202,6210357,,Phone Call: Landline,9043
34864586,02/08/2012,Sourth Saint Paul,MN,IRS,,,,Internet/E-mail,9043
34864871,02/08/2012,Glenridge,NJ,IRS,,,,Internet/E-mail,9044|9043
34887207,02/09/2012,,,IRS,202,2390736,,Phone Call: Landline,9043
34916266,02/10/2012,Warner Robins,GA,IRS,,,,Internet/E-mail,9043
34997645,02/13/2012,Bartow|Bartow,FL|FL,IRS,800,8293903,,Phone,9043
35008186,02/13/2012,Los Angeles,CA,IRS,,,,Phone,9043
35008904,02/13/2012,Carrollton,MO,IRS,,,,Phone Call: Landline,3322|9043
35023807,02/14/2012,Des Moines,WA,IRS Tax Notification Department,,,,Internet/E-mail,9043
35034466,02/16/2012,Scottsdale,AZ,IRS,,,,Internet/E-mail,9043
35039406,02/17/2012,Brookfield,WI,IRS,347,4747041,,Phone Call: Landline,9043|3003
35040002,02/17/2012,Kent,OH,IRS,876,4013995,,Phone,9043
35043918,02/21/2012,North Quincy,MA,IRS,707,9434494,,Phone Call: Mobile/Cell,9043
35160987,02/13/2012,BRYAN,TX,Internal Revenue Service United States  Department,,,,Internet/E-mail,9043
35278267,02/22/2012,Memphis,TN,IRS|Mega Millions|Winner's International,702||876,3309665||4552595,||,Phone Call: Landline,9001|9043
35283714,02/22/2012,Las Vegas,NV,IRS,347,4343557,,Phone Call: Landline,9043|9001
35346927,02/24/2012,Gallup,NM,IRS,,,,Phone,9043
35523595,03/07/2012,Dunedin,FL,Internal revinue service,775,4105192,,Phone Call: Mobile/Cell,9043
35535422,02/29/2012,Leesburg,FL,IRS,512,4601858,,Phone Call: Landline,9043
35540642,02/29/2012,Baton Rouge,LA,Tom Green (IRS)|John Taylor,876|904,5761505|7010055,|,Phone Call: Landline,9043
35555536,03/01/2012,,,IRS,,,,Internet/E-mail,9044|9043
35566424,03/01/2012,Evergreen,CA,IRS,,,,Internet/E-mail,9043
35571181,03/02/2012,Stoutsville,OH,IRS/Impostor,,,,Internet/E-mail,9043
35582476,03/02/2012,Umatilla|Umatilla,OR|OR,IRS,805,3160173,,Phone Call: Landline,9043
35598071,03/05/2012,Milwaukee,WI,IRS,,,,Internet/E-mail,9043
35650573,02/21/2012,EAST BRUNSWICK,NJ,INTERNAL REVENUE SERVICE,,,,Internet/E-mail,9043
35708395,03/06/2012,Spokane,WA,IRS,,,,Internet/E-mail,9043
35734206,03/07/2012,Rocky River,OH,IRS Award Registry,206,3122915,,Phone Call: Landline,2142|9043
35734489,03/07/2012,Billings,MT,IRS,206,3373269,,Phone Call: Mobile/Cell,9043|9001
35738960,03/07/2012,Oceanside,NY,IRS,876,4587778,,Phone,9043
35749052,03/08/2012,New Orleans,LA,IRS,888,7225060,,Phone Call: Landline,9043
35770444,03/08/2012,Tulsa|Tulsa,OK|OK,IRS,805,3160173,,Phone Call: Mobile/Cell,9043
35887967,03/13/2012,Tucson,AZ,IRS|Federal Bureau of Investigation,|,|,|,Internet/E-mail,9043|9044|4190
35906877,03/14/2012,Brookfield,WI,PCS/IRS,347,4747041,,Phone,3003|9043
35927205,03/15/2012,Onalaska,WI,IRS,,,,Internet Web Site,3912|9043
35990968,03/19/2012,Dayton,OH,IRS,916,8453118,,Phone Call: Landline,9043
36014050,03/19/2012,Pompano Beach|Augusta,FL|GA,IRS,800,8290922,,Mail,9043
36025594,03/19/2012,San Jose,CA,IRS,206,3373269,,Phone,9043
36049293,03/20/2012,Otten,UT,IRS,876,4887734,,Phone,2142|9043
36060664,03/20/2012,Mcminnville,OR,IRS,806,4400972,,Phone Call: Landline,9043
36060896,03/20/2012,New Smyrna Beach,FL,IRS,512,6935220,,Phone Call: Landline,9043
36065266,03/20/2012,Kaneohe,HI,IRS,,,,Phone,9043
36083189,03/21/2012,Big Pine Key,FL,IRS,512,6935284,,Phone,9043
36122364,03/29/2012,Woodburn,OR,IRS ,806,4400972,,Phone Call: Landline,9043
36125321,03/22/2012,Austin,TX,Internal Revenue Service ,,,,Internet/E-mail,9043
36157115,03/26/2012,New Smyrna,FL,FBI\IRS,876,8680655,,Phone Call: Landline,2142|9043
36173070,03/26/2012,Iola,TX,IRS,800,8305084,,Mail,9043
36207565,03/27/2012,Little  Canada,MN,Internal Revenue Service|unknown,972|876,7639326|2589820,|,Phone Call: Landline,9043
36237703,03/28/2012,Richmond,VA,IRS,804,4331222,,Phone,9043
36288692,03/30/2012,Appleton,ME,IRS/impostor,,,,Phone,9043
36328009,04/02/2012,Saint Petersburg,FL,IRS,770,4552342,,Phone,9043
36412690,04/04/2012,,OH,phone call from irs- Mrs Wilson,859,6693632,,Phone Call: Landline,9043
36417852,04/05/2012,Saginaw,MI,IRS,,,,Phone,9043
36456728,04/06/2012,Wimauma,FL,IRS,512,6935210,,Phone Call: Mobile/Cell,9043
36491201,04/09/2012,Los Angeles,CA,IRS,,,,Mail,9043
36499821,04/09/2012,Roanoke,VA,IRS|The Dream Foundation,202|405,6604054|7782120,|,Phone Call: Mobile/Cell,2142|9043
36574450,04/12/2012,Orlando,FL,IRS|Dhoori Degum|Tramod Yadav,818||,5341061||,||,Phone,9043
36596591,04/12/2012,Elma,WA,IRS,202,6405461,,Phone,9043
36666678,04/16/2012,Bastrop,TX,IRS Imposter,800,1513221,,Phone,9043
36696487,04/17/2012,Deridder,LA,IRS,876,2905532,,Phone,9043
36863594,04/23/2012,Birmingham,AL,IRS,231,5426784,,Phone Call: Mobile/Cell,9043
36881034,04/23/2012,,,Internal Revenue Service,,,,Internet/E-mail,9043
36936215,04/24/2012,Sunbury,PA,IRS,347,2982675,,Phone,9043
36971892,04/25/2012,Broomerton,WA,IRS,202,6604054,,Unknown,9043
36972100,04/25/2012,Richmond,CA,IRS,661,7273281,,Phone Call: Landline,9043
36976677,04/25/2012,Oakland,CA,IRS,661,7272381,,I Initiated Contact,9043
36995574,04/26/2012,Oceanside,CA,IRS,202,5808384,,Phone Call: Mobile/Cell,0323|9043
37037386,03/25/2012,FORT WORTH,TX,IRS,,,,Internet/E-mail,9043
37133523,05/01/2012,Winston Salem,NC,IRS|Patricia Ward,916|,5507512|,|,Phone Call: Landline,2142|9043
37144646,05/01/2012,Spring Hill,FL,IRS  they claimed,800,8293903,,Phone,9043
37182078,05/02/2012,Bakersfield,CA,IRS,213,9844924,,Phone Call: Mobile/Cell,9043
37220908,05/03/2012,San Bernardino,CA,IRS,,,,Internet/E-mail,9043
37276824,05/07/2012,Lake City,FL,IRS,202,6405457,,Phone Call: Landline,0323|9043
37290862,05/08/2012,Folsom,,IRS,857,3129247,,Phone,9043
37331329,05/09/2012,Hartselle,AL,IRS per Dennis Sullivan  and National Prize ,877,5284887,3344,Phone Call: Landline,9043
37331372,05/09/2012,Oklahoma City|Oklahoma City,OK|OK,Internal Revenue Services,816,2918020,,Phone,9043
37376051,05/10/2012,Oak Lawn,IL,IRS,206,3371428,,Phone,9043
37400610,05/11/2012,Bottle,WA,IRS,800,8293903,,Phone,9043
37456191,05/15/2012,Omaha,NE,IRS Impersonation,402,4715811,,Phone Call: Mobile/Cell,9043
37463422,05/15/2012,"Forsyth, GA",GA,IRS,202,6189609,,Phone,2142|9043
37463456,05/15/2012,Sacramento,CA,IRS,661,7273281,,I Initiated Contact,9001|9043
37482642,05/15/2012,Paradise Valley|Phoenix,AZ|AZ,IRS and FTC,202,6189609,,Phone Call: Landline,9043
37587517,05/21/2012,Bessemer,AL,Internal Revenue Office,888,5850055,,Phone Call: Landline,9043
37664555,05/22/2012,Casper,WY,Internal Revenue|Microsoft,509|,7231265|,|,Phone Call: Landline,9043|0350
37670585,05/23/2012,St Petersburg,FL,IRS,876,2890013,,Phone Call: Landline,2142|9043
37723227,05/23/2012,Amarillo,TX,IRS,,,,Phone Call: Landline,9043
37770287,05/25/2012,Yakima|Yakima,WA|WA,IRS,806,4400972,,Phone,9043
37789122,05/29/2012,Benbrook,TX,IRS,876,8435302,,Phone,2142|9043
37853585,05/30/2012,San Francisco,CA,IRS,661,7273281,,Phone Call: Landline,9043
37853632,05/30/2012,Atlanta,GA,IRS,509,7231265,,Phone,9001|9043
37857994,05/30/2012,Yuba City,CA,IRS Tax Stimulust,661,7273281,,Phone,9043
37865356,05/31/2012,Orange,CA,IRS,,,,Phone Call: Mobile/Cell,9043
37922005,06/01/2012,Terra Haute,IN,IRS,202,4706784,,Phone Call: Mobile/Cell,9043
38001696,06/04/2012,Yakima,WA,IRS,806,4400972,,Phone,9043
38089794,06/07/2012,Lake City,TN,IRS,206,4960964,,Phone Call: Landline,9043
38090250,06/07/2012,Goodman,MO,IRS,876,8832994,,Phone,2142|9043
38118732,06/08/2012,Franklin|Franklin,OH|OH,IRS,,,,Phone Call: Landline,9043
38125310,06/08/2012,Metairie,LA,IRS,410,8459351,,Phone Call: Landline,9043
38125922,06/08/2012,Colo,IA,IRS,800,8293903,,Phone Call: Landline,9043
38173245,06/11/2012,Tucson,AZ,IRS Dep,,,,Phone,9043
38211265,06/12/2012,San Antonio,TX,IRS,210,2808072,,Phone,9043
38245332,06/14/2012,"Escondido, CA",CA,IRS Imposter,800,8293903,,Phone,9043
38264213,06/15/2012,St Charles,MI,Internal Revenue Department,315,3704136,,Phone Call: Landline,9043
38295426,06/18/2012,Spring Valley,NY,IRS,800,8293903,,Phone,9043
38320597,06/19/2012,White Bluff,TN,IRS,951,3890276,,Phone Call: Mobile/Cell,3003|9043
38321465,06/19/2012,Minneapolis,MN,IRS,800,8293903,,Phone,9043
38337670,06/19/2012,Bellville,MI,IRS,734,9615601,,Phone,9043
38385204,06/20/2012,,CA,IRS Imposter,800,8297650,,Phone,9043
38412242,06/21/2012,Pensicola,FL,IRS,800,8293903,,Phone,9043
38470016,06/25/2012,Northtown,PA,Internal Revenue Office,661,7273281,,I Initiated Contact,9043
38477372,06/25/2012,Philadelphia,PA,IRS,661,7273281,,I Initiated Contact,9043
38478085,06/25/2012,Heinsville,GA,IRS,678,5307255,,Mail,9043
38502152,06/26/2012,Rock Springs,WY,Internal Revenue Service|I Have a Dream|American Fidelity,202|602|,4702900|9104988|,||,Phone,9043|2142
38517120,06/26/2012,Frankfort|Frankfort,IL|IL,IRS,800,8293903,,Unknown,9043
38534970,06/27/2012,Berlin,NJ,IRS|Luis Salas Quesaba|Olman Herrera Alpizar,202||,2497601||,||,Phone Call: Mobile/Cell,9043|2142
38545258,06/27/2012,Kansas City,MO,IRS,202,4702948,,Phone Call: Mobile/Cell,9043
38557288,06/28/2012,Logan,UT,IRS,,,,Phone Call: Landline,9043
38623408,07/02/2012,scottsdale,AZ,IRS,661,7480240,,Phone Call: Mobile/Cell,9043
38630758,07/02/2012,Pompano Beach,FL,IRS,917,7755280,,Phone Call: Mobile/Cell,9043
38912100,07/12/2012,Oliver Springs|Oliver Springs,TN|TN,IRS,876,3758161,,Phone Call: Landline,9043
38934658,07/12/2012,Los Angeles,CA,IRS,805,3160173,,Phone,9043
38997808,07/16/2012,Atlantic City,NJ,IRS|Peter Quest,202|,4702900|,|,Phone Call: Mobile/Cell,9043|2142
39068347,07/18/2012,Dana Pointe,CA,IRS,,,,Unknown,9043
39078641,07/18/2012,Houston,TX,SS Adminstration /IRS,800,8733926,,Mobile: Text/Email/IM,9043
39083901,07/19/2012,Big Rapids,MI,IRS,800,8297650,,Phone Call: Landline,9043
39121594,07/20/2012,Annandale,VA,IRS,818,5841061,,Phone Call: Landline,9043
39133303,07/20/2012,Antioch,CA,IRS Imposter,877,7003492,,Mail,9043
39212635,07/25/2012,Younkers,NY,IRS,716,2063218,,Phone Call: Mobile/Cell,9043
39223713,07/25/2012,Esto,FL,IRS Imposters,702,5166110,,Phone Call: Landline,2142|9043
39234276,07/26/2012,Whitesboro,TX,IRS,716,2063218,,Phone,9001|9043
39236348,08/02/2012,Rochester,MN,Unknown- Says the are the IRS|Uknown,888|985,2624451|3181300,300|,Phone,9043
39240898,07/26/2012,Aiken,SC,IRS,,,,Internet/E-mail,9043
39248417,07/26/2012,Davenport|Davenport,FL|FL,IRS,,,,Internet/E-mail,9043
39248919,07/26/2012,Kenoshia,WI,IRS,,,,Internet/E-mail,9043
39249091,07/26/2012,Metairie,LA,IRS,800,9136787,,I Initiated Contact,9001|9043
39294267,07/30/2012,Matery,LA,IRS Drawn on Tax Service,800,9136787,,Unknown,9043
39294510,07/30/2012,Galviston,TX,IRS,503,4571061,,Phone,9043
39300468,07/30/2012,Virginia Beach,VA,IRS,503,4571061,,Phone Call: Mobile/Cell,9043
39371006,08/01/2012,Phoenix,AZ,IRS,661,7480244,,Phone Call: Landline,9043
39394287,08/02/2012,St Paul,MN,IRS,503,4571065,,Phone Call: Landline,9043
39394494,08/02/2012,Greeley,CO,IRS,,,,Phone Call: Landline,9043
39400395,08/02/2012,,VA,IRS,303,6471012,,Phone Call: Landline,9043
39411466,08/02/2012,Indianapolis,IN,IRS,503,4571061,,Phone Call: Landline,9043
39423833,08/03/2012,Corpus Christi,TX,IRS Audit Department,202,7179037,,Phone,9043
39424091,08/03/2012,Apple Valley,CA,IRS,202,7179037,,Phone Call: Landline,9043
39424179,08/03/2012,Waterbury,CT,IRS,202,7179037,,Phone,9043
39449243,08/06/2012,Youngstown,OH,IRS|Unknown,202|607,3791923|5952333,|,Phone,0350|9043
39455183,08/06/2012,Liberal,KS,IRS,202,7179037,,Phone Call: Mobile/Cell,9043
39455482,08/06/2012,Sacramento,CA,IRS/impostor|Worldwide Winnings,202|702,4702938|5161177,|,Phone,2142|9043
39492848,08/06/2012,Sturgis,MI,IRS,800,8293903,,Phone,9043
39500804,08/07/2012,Surry,VA,IRS Impostor,716,2063218,,Phone,9043
39501098,08/07/2012,Fort Gratiot,MI,IRS,202,4702938,,Phone Call: Landline,9043
39528637,08/07/2012,Simms,MT,IRS,202,4702948,,Phone,2142|9043
39537172,08/07/2012,Youngstown,OH,IRS,800,8293903,,Phone Call: Landline,9043
39569484,08/08/2012,Denver,CO,IRS,202,7179037,,Unknown,9043
39582658,08/09/2012,Bradenton,FL,IRS,202,7179037,,Phone,9043
39582702,08/09/2012,San Antonio,TX,IRS,202,7179037,,Phone Call: Landline,9043|0350
39597383,08/09/2012,Chicago,IL,IRS/US Treasury Department,202,6666887,,Phone,9001|9043
39606594,08/16/2012,Granada Hills,CA,FAKE Internal Revenue Services,202,4991612,,Phone Call: Mobile/Cell,9043
39611159,08/10/2012,Reedley,CA,IRS,,,,Internet/E-mail,9043
39611464,08/10/2012,Tonawanda,NY,IRS,876,4496719,,Phone,9043
39651148,08/13/2012,Katy,TX,IRS,,,,Internet/E-mail,9043
39673826,08/13/2012,San Francisco|San Francisco,CA|CA,IRS,,,,Mail,9043
39679537,08/13/2012,Sendona,AZ,IRS,,,,Internet/E-mail,9044|9043
39680388,08/14/2012,Patchogue,NY,IRS,,,,Internet/E-mail,9043
39717253,08/14/2012,Los Angeles,CA,IRS,,,,Internet/E-mail,9043
39742459,08/15/2012,,,IRS,,,,Internet/E-mail,9043
39742895,08/15/2012,N Miami,FL,IRS|US Bank,202|,6575176|,|,Phone,9043
39764348,08/16/2012,Stoneham,MA,IRS,202,4991612,,Phone Call: Landline,9043
39784351,08/17/2012,Wexford,PA,IRS,,,,Internet/E-mail,9043
39801555,08/17/2012,Bothell,WA,IRS,661,7480240,,Phone,9043
39825406,08/20/2012,Lake Oswego,OR,IRS,800,8293903,,Phone,9043
39826145,08/20/2012,,,IRS,,,,Internet/E-mail,9043
39844957,08/21/2012,Lake City,MN,IRS,800,8293903,,Phone,9043
39852365,08/21/2012,,TX,IRS,202,4991612,,Phone Call: Mobile/Cell,9043
39877542,08/22/2012,,,IRS,,,,Internet/E-mail,9043
39883238,08/22/2012,McKeesport,PA,IRS,,,,Internet/E-mail,9043
39913172,08/23/2012,Moneta,VA,IRS,,,,Internet/E-mail,9043
39925037,08/23/2012,Cincinnati,OH,IRS,,,,Internet/E-mail,9043
39946027,08/24/2012,Duluth|Duluth,MN|MN,IRS,,,,Internet/E-mail,9043
39952211,08/24/2012,Chillicothe,OH,IRS,202,4991612,,Phone,9043
39958169,08/24/2012,Walden,NY,IRS,202,4991612,,Phone Call: Mobile/Cell,9043
39983147,08/27/2012,Bethesda,MD,Alert@irs.gov|Federal Bureau Of Investigation,|,|23470651354781,|,Internet/E-mail,9043
39983647,08/27/2012,Idaho Falls,ID,IRS,,,,Internet/E-mail,9043
39983793,08/27/2012,Gerrardstown,WV,IRS,,,,Internet/E-mail,9043
39988730,08/27/2012,Jacksonville,FL,IRS,202,6576938,,Phone,9043|0323
39988806,08/27/2012,Rindge,NH,IRS,,,,Internet/E-mail,9043|9044
40014737,08/28/2012,Cincinnati,OH,IRS,,,,Internet (Other),9043
40014806,08/28/2012,Ethelsville,AL,IRS|IRS 1,|,|,|,Internet/E-mail,9043
40015507,08/28/2012,Killeen,TX,IRS,,,,Phone Call: Landline,9043
40033751,09/05/2012,Albuquerque,NM,IRS,202,4991624,,Phone Call: Mobile/Cell,9043
40039396,08/28/2012,Saint Marys,PA,IRS,202,4991612,,Phone Call: Landline,9043
40050054,08/29/2012,Gladstone,MO,IRS,202,4991612,,Phone,9043
40055124,08/29/2012,San Jose,CA,IRS Common Grants Dept,773,5988290,,Phone Call: Landline,9043
40055875,08/29/2012,Des Monies,IA,IRS,515,2896944,,Phone Call: Mobile/Cell,9043
40068452,08/29/2012,Los Angeles,CA,IRS,501,4762127,,Phone,9043
40075498,08/30/2012,Baltimore,MD,IRS,202,4991624,,Phone,9043
40095585,09/07/2012,Toledo,OH,Internal Revenue Service,202,4991624,,Phone,9043
40162739,09/05/2012,Barrie,ON,International IRS Audit|Howard Hubbard,702|330,3591228|4061611,|,Phone Call: Landline,2142|9043
40188092,09/05/2012,Hendersonville,TN,IRS,202,4991624,,Phone Call: Landline,9043
40247569,09/07/2012,Minneapolis,MN,IRS,202,4991624,,Mobile: Text/Email/IM,9048|9043
40276943,09/07/2012,Albertville,AL,IRS,202,4991624,,Phone Call: Mobile/Cell,9043
40308158,09/10/2012,Mille Creak,WA,IRS,208,5212121,,Phone Call: Landline,9043
40354473,09/11/2012,Venus,FL,IRS,716,2063218,,Phone,9043
40354555,09/11/2012,Colorado Springs,CO,IRS,202,4991612,,Phone,9043
40359659,09/12/2012,Columbus,OH,IRS,,,,Phone Call: Landline,9043
40365124,09/12/2012,Caldwell,ID,IRS,202,4991164,,Phone Call: Landline,9043
40365326,09/12/2012,Glendale,AZ,IRS,202,4991634,,Phone,9043
40365460,09/12/2012,Englewood,NJ,IRS,206,4142933,,Phone Call: Landline,9043
40371659,09/12/2012,Whippany,NJ,IRS,800,8294650,,Phone Call: Landline,9043
40371766,09/12/2012,St Petersburg,FL,IRS,202,4991634,,Phone,9043
40371858,09/12/2012,Okeechobee,FL,IRS,716,2063211,,Phone Call: Mobile/Cell,9043
40382687,09/17/2012,Lewes,DE,IRS,,,,Internet/E-mail,9043
40386973,09/12/2012,Bartlett,TN,IRS,202,4991634,,Phone,9045|9043
40400988,09/13/2012,Sacramento,CA,IRS,202,4991624,,Phone Call: Mobile/Cell,9043
40417408,09/17/2012,Hallsville,MO,IRS,,,,Internet/E-mail,9043
40440667,09/18/2012,Williston,VT,IRS,,,,Internet/E-mail,9043
40453380,09/17/2012,Mukwonago,WI,IRS,,,,Internet/E-mail,9043
40456122,09/21/2012,Bakersfield,CA,"""Internal Revenue Services""",202,4991634,,Phone Call: Mobile/Cell,9043
40471669,09/24/2012,Largo,FL,IRS,202,4991634,,Phone Call: Landline,9043
40478307,09/18/2012,Salem,NH,IRS,,,,Internet/E-mail,9043
40504457,09/18/2012,Oswego,IL,Internal Revenue Service,800,8297650,,Phone Call: Mobile/Cell,9043
40540487,09/20/2012,Mosinee,WI,IRS,715,8565316,,Phone Call: Mobile/Cell,9043
40552867,09/28/2012,,,IRS,,,,Internet/E-mail,9043
40557093,09/20/2012,Ophelon,MO,IRS,,,,Internet/E-mail,9043
40563825,09/06/2012,WEST HARTFORD,CT,FAKE IRS,,,,Internet/E-mail,9043
40582583,09/21/2012,Ferndale|Ferndale,MI|MI,IRS,202,5090697,,Phone Call: Landline,9043
40589130,09/21/2012,Pikeville,KS,IRS,202,4991634,,Phone,9043
40589303,09/21/2012,Pikeville,KY,IRS,202,4991634,,Phone Call: Landline,9043
40589748,09/21/2012,Dalbo,MN,IRS,202,4991634,,Phone,9043
40596141,09/21/2012,Port Rivchey,FL,IRS,202,4991634,,Phone,9043
40596251,09/21/2012,Big Bear City,CA,IRS,843,2978843,,Phone,9043
40615810,09/24/2012,Stockton,CA,IRS|SSA,510|,7760298|,|,I Initiated Contact,9043
40623313,09/24/2012,CANYON COUNTRY,CA,IRS,801,6206607,,,9043
40623599,09/24/2012,Harrisburg,PA,IRS,,,,Phone,9043
40645623,10/01/2012,Wylie,TX,irs,202,4991634,,Phone,9043
40649903,09/25/2012,Jacksonville,FL,IRS,202,4991634,,Phone Call: Mobile/Cell,9043
40683347,09/26/2012,Jewett,OH,IRS|US Fed Grant,202|,5580345|,|,Phone Call: Landline,0323|9043
40683428,09/26/2012,Brownsville,TX,IRS,,,,Phone Call: Landline,9043
40690989,09/26/2012,Lake Forrest,CA,IRS Impostor,,,,Internet/E-mail,9043
40698518,09/26/2012,Show Low,AZ,IRS|Radio Shack|Mystery Shopper,313||,4366170||,||,Phone Call: Landline,9043
40698755,09/26/2012,Edindurg,TX,IRS,,,,Phone Call: Landline,9043
40699019,09/26/2012,Bettendorf,IA,IRS,202,2410678,,Phone Call: Mobile/Cell,9043
40709461,09/27/2012,Bronx,NY,IRS,973,5694917,,Mail,9043
40716563,09/27/2012,Paris,TN,IRS,816,3252188,,Phone Call: Mobile/Cell,9043
40716626,09/27/2012,Paulden,AZ,IRS|Good House Keeping,202|347,3707645|2523895,|,Phone Call: Landline,9043
40716747,09/27/2012,Belle Vernon,PA,IRS,202,4991634,,Phone Call: Landline,9043
40725439,09/27/2012,Coalport|Coalport,PA|PA,Internal Revenue Service,202,4991634,,Phone,9043
40739908,09/28/2012,Scarborough,ME,IRS,,,,Mail,9043
40739940,09/28/2012,New York,NY,IRS,202,4991634,,Phone Call: Mobile/Cell,9043
40783549,10/01/2012,Riverside,CA,IRS,,,,Phone Call: Mobile/Cell,9043
40824027,10/02/2012,New Bedford|New Bedford,MA|MA,IRS,775,4103067,,Phone,9043|9001
40844511,10/02/2012,Brooklyn,NY,IRS,202,4991634,,Phone,9043
40845129,10/02/2012,Neenah,WI,IRS,202,4991634,,Phone Call: Mobile/Cell,9043|0350
40857414,10/03/2012,Boynton Beach,FL,IRS,818,5720135,,Phone Call: Landline,9043
40864361,10/03/2012,Cincinnati,OH,IRS,818,5720135,,Phone Call: Mobile/Cell,9043
40878241,10/04/2012,Naples,FL,Internal Revenue Service,818,5720135,,Phone,9043
40885675,10/04/2012,Orange Park,FL,IRS Headquaters Verification Dept,202,4991627,,Phone,9043
40893226,10/04/2012,Essex,MD,IRS,202,4991627,,Phone,9043
40932248,10/05/2012,Boynton Beach,FL,IRS,202,4991627,,Phone Call: Mobile/Cell,9043
40939577,10/05/2012,Auston|,TX|,IRS,202,4991627,,Phone,9043
40952636,09/23/2012,SPRINGFIELD,OH,irs scam,,,,Internet/E-mail,9043
40954163,09/17/2012,SEBRING,FL,Internal Revenue Service,,,,Internet/E-mail,9043
40974285,10/09/2012,Atlanta|Atlanta,GA|GA,IRS,702,4180107,,Phone Call: Landline,9043|2142
40996484,10/09/2012,Hermitage,TN,IRS,202,4991634,,Phone,9043
41012658,10/10/2012,Silmar|Arleta,CA|CA,IRS,888,5113439,,Phone,9043
41028921,10/16/2012,Renfrew,PA,IRS,,,,Internet/E-mail,9043
41031566,10/10/2012,Decalb,MS,Internal Revenue Service|Publishers Clearing House,876|,8683635|,|,Phone Call: Landline,2142|9001|9043
41060052,10/16/2012,Weslaco,TX,Internal Revenue Federation,888,7106818,,Phone Call: Mobile/Cell,9043
41098018,10/19/2012,Stoughton,WI,Internal Revenue Service,,,,Internet/E-mail,9043
41100043,10/12/2012,Altoona,PA,IRS,202,4991627,,Phone Call: Mobile/Cell,9043
41100326,10/12/2012,Washington,DC,Internal Revenue Service,202,4991627,,Phone Call: Mobile/Cell,9043
41117213,10/15/2012,Galloway,OH,IRS,,,,Phone Call: Landline,9043
41125405,10/15/2012,Caldwell,ID,IRS,800,8293930,,Phone,9043
41125986,10/15/2012,Pearl City,HI,IRS Imposter|Consumer Protectin Ageny,202|202,5068005|6181883,|,Phone,2142|9043
41160857,10/16/2012,San Antonio,TX,IRS,202,4991627,,Phone Call: Mobile/Cell,9043
41190566,10/16/2012,Mabank,TX,IRS,,,,Phone,9043
41202081,10/17/2012,Warrenville,SC,IRS,202,4991627,,Phone Call: Mobile/Cell,9043
41202167,10/17/2012,Berlin|,MD|,IRS,443,5231963,,Phone Call: Landline,9043
41206852,10/17/2012,Baltimore,MD,IRS,214,9695489,,Phone Call: Mobile/Cell,9043
41207131,10/17/2012,Chester,PA,IRS|Bank Of America|FBI,251||,2852078||,||,Phone Call: Mobile/Cell,6001|9043
41219906,10/17/2012,Philadelphia,PA,IRS,202,4991627,,Phone Call: Mobile/Cell,9043
