 Reference Number,  Created Date,"Consumer Address, City","Consumer Address, State Code",Company Name,"Company Phone, Area Code","Company Phone, Number",Complaint Info Initial Contact Method,Complaint Info Product Service Code
53301132,05/02/2014,Denver,CO,IRS,877,7054245,Phone,9043
53301156,05/02/2014,Honolulu,HI,IRS (caller indicated that it was the IRS)|IRS ,585|585,4446959|4446959,Phone Call: Landline,9043
53301181,05/02/2014,Old Bethpage,NY,IRS fraudulent,,,Phone Call: Landline,9043
53301207,05/02/2014,,,internal revenue service,415,2515897,,9043
53301253,05/03/2014,Aventura,FL,IRS internal service revenue he said,202,5069216,Phone Call: Landline,9043
53301270,05/03/2014,Bronxville,NY,IRS,888,5080038,Phone Call: Landline,9043
53301295,05/03/2014,Grosse Pointe,MI,IRS supposedly ,,,Phone Call: Landline,9043
53301302,05/03/2014,Fairfield,CT,Irs,800,8920922,Phone Call: Landline,9043
53302273,05/01/2014,Cookville,TN,IRS,716,2063218,Phone,9043
53302295,05/01/2014,Pittsburgh,PA,IRS,202,4596170,Phone Call: Landline,9043
53302320,05/01/2014,Bluffton,SC,IRS,585,6331792,Phone Call: Landline,9043
53302386,05/01/2014,Herndon|Herndon,VA|VA,IRS,202,8641165,Phone Call: Landline,9043
53302410,05/01/2014,,,Federal Investigative Services - IRS,202,2397036,Phone Call: Mobile/Cell,9043
53302453,05/01/2014,,,IRS,202,2410697,Phone Call: Landline,9043
53302545,05/01/2014,Boston,MA,IRS,858,3529879,Phone,9043
53302611,05/01/2014,Houston,TX,IRS,877,7054245,Phone Call: Landline,9043
53302617,05/01/2014,,,IRS,202,4590991,Phone Call: Mobile/Cell,9043
53302630,05/01/2014,,CA,IRS,202,8641185,Phone Call: Landline,9043
53302648,05/01/2014,Huntsville,TX,IRS,202,8641140,Phone Call: Landline,9043
53302672,05/01/2014,,HI,IRS NY52103,202,8641182,Phone Call: Landline,9043
53302748,05/01/2014,Hamden,CT,IRS,415,2511037,Phone Call: Landline,9043
53302775,05/01/2014,,WA,Internal Revenue Services,703,8318283,Phone Call: Mobile/Cell,9043
53302789,05/01/2014,New York,NY,IRS,202,5069044,Phone,9043
53302831,05/01/2014,Northampton,MA,irs (claimed),202,5069319,Phone Call: Landline,9043
53302879,05/01/2014,Marysville,OH,IRS,,,Phone Call: Landline,9043
53302885,05/01/2014,BUENA PARK,CA,IRS,877,7054245,Phone Call: Mobile/Cell,9043
53302926,05/01/2014,,,IRS,206,4144646,Phone Call: Mobile/Cell,9043
53302942,05/01/2014,Hanover,IN,IRS,202,2414905,Phone Call: Landline,9043
53302950,05/01/2014,Meadow Vista,CA,IRS,202,2411427,Phone Call: Landline,9043
53302954,05/01/2014,Issaquah,WA,IRS,202,4705482,Phone Call: Landline,9043
53302956,05/01/2014,Newark,DE,IRS,253,6565109,Phone Call: Mobile/Cell,9043
53302957,05/01/2014,Kansas City,MO,IRS,571,4889669,Phone Call: Mobile/Cell,9043
53302993,05/01/2014,,CA,IRS,,,Phone Call: Landline,9043
53303008,05/01/2014,Las Vegas,NV,IRS,202,2807234,Phone Call: Landline,9043
53303021,05/01/2014,Fresno|Fresno,CA|CA,IRS,888,8862640,Phone Call: Landline,9043
53303053,05/01/2014,Revere|North Olmsted,MA|OH,IRS,817,4004063,Phone Call: Mobile/Cell,9043
53303072,05/01/2014,Plainfield|Plainfield,IL|IL,IRS,877,9683413,Phone Call: Mobile/Cell,9043
53303173,05/01/2014,,,IRS telephone scam,917,9658029,,9043
53303204,05/01/2014,Manchester,PA,IRS,585,6331792,Phone Call: Mobile/Cell,9043
53303236,05/01/2014,Chicago,IL,IRS,310,7424143,Phone Call: Landline,9043
53303255,05/02/2014,Los Angeles,CA,IRS,,,Phone Call: Landline,9043
53308398,05/02/2014,Edison,NJ,IRS,220,6504590,Phone,9043
53308406,05/02/2014,Centerville,VA,IRS Criminal Investigation,202,2411305,Phone Call: Landline,9043
53308409,05/02/2014,,,IRS,206,4364821,Phone,9043
53308473,05/02/2014,Dallas,TX,Internal Revenue Service,,,Phone Call: Landline,9043
53308482,05/02/2014,Iselin,NJ,IRS ,202,2397073,Phone Call: Landline,9043
53308493,05/02/2014,Columbus,OH,Reportedly IRS,917,3003725,Phone Call: Landline,9043
53308497,05/02/2014,Simi Valley,CA,IRS,202,2412116,Phone Call: Mobile/Cell,9043
53308508,05/02/2014,New Milford,NJ,IRS,202,5069216,Phone Call: Landline,9043
53308539,05/02/2014,,,Criminal Investigation Division for IRS,202,2807675,Phone Call: Landline,9043
53308543,05/02/2014,Linn,MA,IRS,571,4889669,Phone Call: Mobile/Cell,9043
53308578,05/02/2014,Huntsville,TX,IRS,202,2414198,Phone Call: Landline,9043
53308630,05/02/2014,Chicago,IL,Internal Revenue Service,866,9786540,Phone Call: Landline,9043
53308648,05/02/2014,,IL,IRS,,,Phone Call: Landline,9043
53308671,05/02/2014,Leominster,,IRS,206,4144646,Phone Call: Landline,9043
53308682,05/02/2014,,WA,IRS,202,2411435,Phone Call: Landline,9043
53308688,05/02/2014,Placentia,CA,IRS,979,7055130,Phone Call: Landline,9043
53308727,05/02/2014,Minneapolis,MN,IRS,202,2419142,Phone Call: Landline,9043
53308736,05/02/2014,La Palma|Washington,CA|DC,IRS Criminal Divison,202,2411423,Phone Call: Landline,9043
53308868,05/02/2014,Granada Hills,CA,IRS,877,8054245,Phone Call: Landline,9043
53308876,05/02/2014,Green Island,NY,IRS,571,3082451,Phone,9043
53308885,05/02/2014,Joliet,IL,IRS,202,2411427,Phone Call: Landline,9043
53308916,05/02/2014,Brooklyn,NY,Criminal Investigations of the IRS,202,8641148,Phone Call: Landline,9043
53308939,05/02/2014,,,IRS,,,Phone Call: Landline,9043
53308942,05/02/2014,,,IRS,917,3003725,Phone Call: Landline,9043
53308964,05/02/2014,,TX,IRS?,866,9786540,Phone Call: Mobile/Cell,9043
53308970,05/02/2014,Coral Spring,FL,IRS,,,Phone Call: Landline,9043
53308981,05/02/2014,Chico|Chico,CA|CA,IRS,415,2514089,Phone Call: Landline,9043
53308998,05/02/2014,Bethlehem,PA,IRS,209,2077834,Phone Call: Landline,9043
53309091,05/02/2014,North Miami Beach,FL,IRS,585,6331792,Phone Call: Landline,9043
53309102,05/02/2014,Anaheim,CA,IRS,,,Phone Call: Landline,9043
53309156,05/02/2014,Bagdad,KY,IRS,202,5069216,Phone Call: Landline,9043
53309179,05/02/2014,Livermore,CA,IRS,202,2414905,Phone,9043
53309234,05/02/2014,Angie,LA,IRS,415,2515897,Phone Call: Mobile/Cell,9043
53309244,05/02/2014,Nevada City,CA,Internal Revenue Service,202,5069319,Phone Call: Landline,9043
53309260,05/02/2014,,WA,IRS ,585,6331814,Phone Call: Landline,9043
53309274,05/02/2014,48239,,IRS,571,4889669,Phone,9043
53309284,05/02/2014,,,Pretending to be the IRS,202,5069194,Phone Call: Mobile/Cell,9043
53309299,05/02/2014,Manalapan,NJ,IRS,917,6528604,Phone Call: Mobile/Cell,9043
53309306,05/02/2014,Pleasant Hill,MO,IRS,202,5069319,Phone Call: Landline,9043
53318968,05/03/2014,Ashburn,VA,Someone claiming to be the IRS,585,4447053,,9043
53318984,05/03/2014,,IL,Internal Revenue Service,202,5069194,Phone Call: Mobile/Cell,9043
53319016,05/03/2014,,,IRS,415,2515897,Phone Call: Mobile/Cell,9043
53319032,05/03/2014,Orlando,FL,IRS,202,2411366,Phone Call: Landline,9043
53319090,05/03/2014,Falls Church,VA,"IRS,  Washington DC office",202,2419802,Phone Call: Landline,9043
53319200,05/04/2014,Hayden,ID,"IRS, Tax Crime Division",202,2411435,Phone Call: Landline,9043
53319222,05/04/2014,Battle Ground,WA,IRS,202,2414918,Phone Call: Landline,9043
53319384,05/05/2014,Chantilly,VA,Says IRS Washington DC,202,2414918,,9043
53319398,05/05/2014,Charlotte,NC,IRS,202,5069216,Phone Call: Landline,9043
53319410,05/05/2014,Boston,MA,IRS,202,2412004,Phone Call: Landline,9043
53319413,05/05/2014,Chillicotche,IL,IRS,202,2410697,Phone Call: Landline,9043
53319425,05/05/2014,Sheffield Lakes|Sheffield Village,OH|OH,IRS,585,6331792,Phone Call: Landline,9043
53319431,05/05/2014,Kaleen,TX,IRS,,,Mobile: Text/Email/IM,9043
53319462,05/05/2014,,,claimed to be IRS,202,5069319,,9043
53319472,05/05/2014,Greensboro,NC,IRS,202,5069194,Phone,9043
53319478,05/05/2014,,PA,Internal Revenue Service,979,7055130,Phone Call: Landline,9043
53319541,05/05/2014,Las Vegas,NV,IRS,202,8641199,Phone Call: Landline,9043
53319566,05/05/2014,,,IRS Collection,202,5069194,Phone Call: Landline,9043
53319577,05/05/2014,Arcadia,CA,IRS,202,4704831,Phone Call: Mobile/Cell,9043
53319624,05/05/2014,,,IRS,847,4537452,Phone Call: Landline,9043
53319744,05/05/2014,Fort Lee,NJ,IRS,585,5686671,Phone,9043
53319771,05/05/2014,Austin,TX,IRS,512,5412184,Phone Call: Mobile/Cell,9043
53319795,05/05/2014,San Francisco,CA,IRS,,,Phone Call: Landline,9043
53319815,05/05/2014,Salem,OR,IRS,202,2410617,Phone Call: Landline,9043
53319831,05/05/2014,Bellair,MD,IRS,415,2514089,Phone Call: Landline,9043
53319859,05/05/2014,,,IRS,202,8641181,Phone Call: Landline,9043
53319878,05/05/2014,Dunedin,FL,IRS,877,9683493,Phone Call: Landline,9043
53319897,05/05/2014,Roseburg,OR,IRS,202,5069216,Phone,9043
53319932,05/05/2014,Berea,KY,IRS,516,5157671,Phone,9043
53323630,05/02/2014,Colmar,PA,IRS,571,3082451,Phone Call: Mobile/Cell,9043
53323656,05/02/2014,Washington,DC,IRS,202,2413122,Phone Call: Landline,9043
53323657,05/02/2014,New York,NY,IRS,786,7527913,Phone Call: Landline,9043
53323689,05/02/2014,Las Vegas,NV,IRS,877,7054245,Phone Call: Landline,9043
53323693,05/02/2014,Dupree,SD,IRS ,202,2397073,Phone Call: Mobile/Cell,9043
53323708,05/02/2014,Gales Creek,OR,IRS,415,2518361,Phone Call: Landline,9043
53323721,05/02/2014,Anderson,IN,IRS,571,4889669,Phone Call: Mobile/Cell,9043
53323727,05/02/2014,FLEETWOOD,PA,iNTERNAL REVENUE SERVICE,415,2515897,Phone Call: Mobile/Cell,9043
53323746,05/02/2014,Bellingham,WA,IRS,213,2001974,Phone Call: Mobile/Cell,9043
53323764,05/02/2014,Washington,DC,IRS,202,2413122,Phone Call: Landline,9043
53323783,05/02/2014,Atlanta,GA,IRS Investigative Bureau,415,2512995,Phone Call: Landline,9043
53323807,05/02/2014,Phoenix,AZ,IRS,202,2414918,Phone Call: Mobile/Cell,9043
53323849,05/02/2014,Kissimmee|Kissimmee,FL|FL,IRS,877,7054245,Phone Call: Landline,9043
53323851,05/02/2014,,,Internal Revenue Service,817,4004063,Phone Call: Landline,9043
53323882,05/02/2014,,,IRS Criminal Investigation Unit,817,4004063,Phone Call: Landline,9043
53323917,05/02/2014,Tahlequah,OK,IRS,202,7384394,Phone,9043
53323929,05/02/2014,Jersey City,NJ,IRS,206,4364821,Phone Call: Landline,9043
53323947,05/02/2014,West Haven,CT,IRS,866,3070757,Phone,9043
53323948,05/02/2014,Fresno,CA,IRS,202,2392560,Phone,9043
53323986,05/02/2014,Edison,NJ,INTERNAL REVENUE SERVICE,202,8641184,Phone Call: Mobile/Cell,9043
53323991,05/02/2014,,NJ,IRS Telephone Scam,202,2414908,Phone Call: Landline,9043
53324005,05/02/2014,Las Vegas,NV,IRS,202,2411427,Phone Call: Mobile/Cell,9043
53324008,05/02/2014,Kearny,NJ,IRS and FBI,206,4144646,Phone Call: Landline,9043
53324009,05/02/2014,Palinfield,IL,IRS,,,Phone,9043
53324069,05/02/2014,Loxahatchee,FL,IRS,727,3021505,Phone Call: Landline,9043
53324072,05/02/2014,Roxbury,CT,"""Internal Revenue Service""",,,Phone Call: Mobile/Cell,9043
53324076,05/02/2014,Boise,ID,IRS,888,2254660,Phone Call: Landline,9043
53324079,05/02/2014,Victoria,TX,IRS,415,2518361,Phone Call: Landline,9043
53324099,05/02/2014,Hemet,CA,IRS,,,Phone Call: Landline,9043
53324142,05/02/2014,Los Angeles,CA,IRS,585,6331792,Phone Call: Landline,9043
53324147,05/02/2014,Orlando,FL,IRS,585,4446953,Phone Call: Landline,9043
53324217,05/02/2014,Philadelphia,PA,IRS,,,Phone Call: Mobile/Cell,9043
53324237,05/02/2014,Patterson,NJ,IRS,877,7054245,Phone Call: Landline,9043
53324241,05/02/2014,Stockton,CA,IRS,202,4705482,Phone Call: Landline,9043
53324290,05/02/2014,Deer park,NY,IRS ,,,Phone Call: Mobile/Cell,9043
53324304,05/02/2014,Warren,MI,IRS,516,5157671,Phone Call: Landline,9043
53324312,05/02/2014,San Francisco,CA,Internal Revenue Service,415,2515897,Phone Call: Mobile/Cell,9043
53324337,05/02/2014,Seattle,WA,IRS,202,2414886,Phone Call: Landline,9043
53324345,05/02/2014,Seattle,WA,IRS,202,2414886,,9043
53324356,05/03/2014,Torrance,CA,IRS (Internal Revenue Service),415,2515897,Phone Call: Landline,9043
53324365,05/03/2014,,CA,Pretended to be IRS,253,3308288,Phone Call: Landline,9043
53324479,05/03/2014,McKean,PA,IRS,,,Phone Call: Landline,9043
53324481,05/03/2014,Edison,NJ,INTERNAL REVENUE SERVICE,202,8641184,Phone Call: Mobile/Cell,9043
53324557,05/03/2014,Denver,CO,IRS,,,Phone Call: Mobile/Cell,9043
53324561,05/03/2014,Castro Valley,CA,Internal Revenue Rervice,,,Phone Call: Landline,9043
53324569,05/03/2014,Frederick,MD,Department of Treasury IRS,206,5695679,Phone Call: Landline,9043
53324576,05/03/2014,Fresno,CA,IRS,415,2518453,,9043
53324614,05/03/2014,East Norwich,NY,Investigating bureau of the IRS,586,4446953,Phone Call: Mobile/Cell,9043
53330506,05/05/2014,Sun Valley,CA,IRS,202,5069418,Phone Call: Landline,9043
53330521,05/05/2014,Laramie,WY,IRS,917,6528604,Phone Call: Mobile/Cell,9043
53330540,05/05/2014,,,IRS,323,3314303,Phone Call: Mobile/Cell,9043
53330588,05/05/2014,Palm Bay,FL,IRS,202,2414094,Phone,9043
53330688,05/05/2014,Temple,GA,IRS,415,2519150,Phone Call: Landline,9043
53330712,05/05/2014,Tracy,MN,IRS,202,8641182,Phone Call: Landline,9043
53330800,05/05/2014,Salem,OR,IRS,210,8240171,Phone,9043
53330887,05/05/2014,Arlington,VA,IRS,585,4446953,Phone Call: Landline,9043
53330897,05/05/2014,,,irs,,,Phone Call: Landline,9043
53330902,05/05/2014,Jupiter,FL,IRS,202,5069194,Phone,9043
53330919,05/05/2014,Fairfax,VA,IRS,206,4144646,Phone Call: Landline,9043
53330973,05/05/2014,,,IRS,415,2514089,Phone Call: Landline,9043
53330991,05/05/2014,Las Vegas,NV,IRS,202,2411435,Phone Call: Landline,9043
53331010,05/05/2014,,,IRS,202,2461427,Phone Call: Landline,9043
53331016,05/05/2014,Philadelphia,PA,IRS,888,8862632,Phone Call: Landline,9043|9001
53331044,05/05/2014,Valdosta,GA,"IRS ""telephone scam""",,,Phone Call: Landline,9043
53331079,05/05/2014,,,IRS,415,2518453,,9043
53331091,05/05/2014,Bartlett|,IL|,IRS,866,3070757,Phone Call: Landline,9043
53331109,05/05/2014,Denver|Denver,CO|CO,IRS,202,2414918,Phone,9043
53331119,05/05/2014,Salem,VA,Internal Revenue Service,202,8641172,Phone Call: Mobile/Cell,9043
53331160,05/05/2014,Koford Road,CA,tax criminal investigation department of the IRS,,,Phone Call: Landline,9043
53331205,05/05/2014,Morristown,NJ,IRS,585,4446953,Phone Call: Mobile/Cell,9043
53331206,05/05/2014,Beauomonte,CA,IRS,202,4703405,Phone Call: Mobile/Cell,9043
53331279,05/05/2014,Tampa,FL,IRS,202,2419141,Phone Call: Landline,9043
53331291,05/05/2014,,,Claiming to be from IRS,,,Phone Call: Landline,9043
53332275,05/04/2014,Westminster,CA,(They claim to be the IRS),585,4446953,Phone Call: Landline,9043
53332290,05/04/2014,,MA,IRS,,,,9043
53332308,05/04/2014,Bethel,CT,IRS PHONE SCAM,202,2413122,,9043
53332355,05/04/2014,,,IRS,,,Phone Call: Landline,9043
53332576,05/05/2014,Sterling Heights,MI,IRS,,,Phone Call: Mobile/Cell,9043
53332610,05/05/2014,Lumberton,TX,IRS,877,7054245,Phone Call: Landline,9043
53332686,05/05/2014,,,IRS,202,2411366,Phone Call: Landline,9043
53332730,05/05/2014,Midland,MI,IRS ,,,Phone Call: Landline,9043
53332731,05/05/2014,Victor,NY,IRS,202,5069194,Phone Call: Landline,9043
53332743,05/05/2014,Norfolk,VA,IRS,202,3970285,Phone,9043
53332776,05/05/2014,,,IRS Telephone Scam,202,2390567,Phone Call: Landline,9043
53332799,05/05/2014,Cartersville,GA,IRS,,,Phone Call: Mobile/Cell,9043
53332897,05/05/2014,West Roxbury,MA,IRS,,,Phone Call: Landline,9043
53332916,05/05/2014,Charlotte,NC,IRS,,,,9043
53333029,05/05/2014,New York,NY,IRS,888,8872003,Phone Call: Landline,9043
53333037,05/05/2014,Bethesda,MD,IRS,206,4144646,Phone Call: Landline,9043
53333067,05/05/2014,San Jose|San Jose,CA|CA,IRS,202,5069216,Phone Call: Landline,9043
53333085,05/05/2014,Marina,CA,IRS,888,9098081,Phone Call: Landline,9043
53333109,05/05/2014,Olivet,MI,IRS,517,5410075,Phone Call: Landline,9043
53333118,05/05/2014,Temple,TX,IRS,202,4704831,Phone Call: Landline,9043
53333155,05/05/2014,Denver,CO,IRS,202,5066912,Phone Call: Mobile/Cell,9043
53333177,05/05/2014,Petaluma,CA,IRS,206,4144646,Phone,9043
53333221,05/05/2014,Atlanta,GA,IRS,202,8641181,Phone Call: Mobile/Cell,9043
53344160,05/05/2014,Redlands,CA,IRS,415,2519049,Phone Call: Landline,9043
53344176,05/05/2014,Milwaukee|Milwaukee,WI|,IRS,415,2518361,Phone Call: Landline,9043
53344189,05/05/2014,Oakland,CA,IRS,202,5069194,Phone,9043
53344252,05/05/2014,,TX,IRS FRAUD,202,5068435,Phone Call: Landline,9043
53344268,05/05/2014,Concord,CA,IRS,202,2397073,Phone Call: Mobile/Cell,9043
53344287,05/05/2014,Nesquehoning,PA,Internal Revenue Service Criminal Invest,202,2411305,,9043
53344304,05/05/2014,,,IRS,,,Phone Call: Landline,9043
53344307,05/05/2014,Orange,FL,IRS,888,9098081,Phone Call: Landline,9043
53344327,05/05/2014,,,IRS,,,Phone Call: Landline,9043
53344331,05/05/2014,Rumney,NH,IRS Agent,585,6331814,Phone,9043
53344405,05/05/2014,Toledo,OH,IRS,202,8641199,Phone Call: Landline,9043
53344418,05/05/2014,Kennisaw,GA,IRS,509,4779202,Phone Call: Landline,9043
53344441,05/05/2014,Wichita,KS,IRS,202,5069194,,9043
53344468,05/05/2014,Wall,SD,IRS,979,7055132,Phone Call: Landline,9043
53344475,05/05/2014,Bronx,NY,IRS,202,2411427,Phone Call: Landline,9043
53344554,05/05/2014,,,IRS,,,,9043
53344578,05/05/2014,Columbia,MD,IRS,206,4144646,Phone Call: Landline,9043
53344625,05/05/2014,San Diego,CA,IRS,202,8641165,Phone,9043
53344686,05/05/2014,,,IRS,202,2414908,Phone Call: Landline,9043
53344704,05/05/2014,Milan,MI,IRS,,442032890657,Phone Call: Mobile/Cell,9043
53344716,05/05/2014,Bayonne,NJ,IRS,,911,Phone,9043
53344717,05/05/2014,Tucker,GA,IRS,206,5695679,Phone Call: Landline,9043
53344737,05/05/2014,San Jose,CA,IRS,,,Phone Call: Landline,9043
53344753,05/05/2014,Valparaiso,IN,IRS,979,7055130,Phone Call: Landline,9043
53344784,05/05/2014,Philadelphia,PA,IRS,,,Phone Call: Landline,9043
53344814,05/05/2014,Ft. Worth,TX,IRS,585,5686673,Phone Call: Landline,9043
53344837,05/05/2014,Tonasket,WA,IRS,202,5069194,Phone Call: Landline,9043
53344839,05/05/2014,Silver Spring,MD,IRS,202,2411435,,9043
53344855,05/05/2014,Brooklyn|,NY|,IRS,202,4596111,Phone Call: Landline,9043
53344892,05/05/2014,Ponte Vedra ,FL,"""Internal Revenue Service Division 202 506 9216""",,,Phone Call: Landline,9043
53344903,05/05/2014,Williamsburg|Williamsburg,VA|VA,IRS,310,7427470,Phone Call: Landline,9043
53344946,05/05/2014,Perth,ND,Internal Revenue Service,877,7054245,Phone,9043
53344971,05/05/2014,Everett,WA,"Internal Revenue Service, Investigation Bureau",866,3070757,Phone Call: Landline,9043
53344989,05/05/2014,Simi Valley,CA,IRS,206,4144646,Phone,9043
53345047,05/05/2014,Urbandale,IA,IRS,202,2410617,Phone Call: Mobile/Cell,9043
53345066,05/05/2014,Ellicot City,MD,IRS,202,2416835,Phone,9043
53345095,05/05/2014,,FL,IRS,,,Phone Call: Mobile/Cell,9043
53345132,05/05/2014,,MA,IRS (not really),202,2414918,,9043
53345143,05/05/2014,Las Vegas,NV,IRS,239,4946715,Phone Call: Mobile/Cell,9043|0323
53346956,05/05/2014,severn,MD,IRS Telephone Scam irs and homeland security,,,Phone Call: Landline,9043
53346958,05/05/2014,Bear|Bear,DE|DE,IRS,415,2518361,Phone Call: Landline,9043
53346997,05/05/2014,Pasadena,CA,IRS,202,2807675,Phone,9043|9001
53347018,05/05/2014,,,IRS scam,917,3003725,,9043
53347046,05/05/2014,Las Vegas,NV,IRS,202,8641199,Phone,9043
53347051,05/05/2014,,,Tax Crime Investigation Unit of the IRS,585,5686673,Phone Call: Mobile/Cell,9043
53347065,05/05/2014,Burke,VA,IRS,888,5087657,Phone Call: Landline,9043
53347091,05/05/2014,Phoenix,AZ,IRS,202,2419018,Phone Call: Mobile/Cell,9043
53347097,05/05/2014,Carteret,NJ,IRS,202,2410333,Phone,9043
53347100,05/05/2014,Kansas City,MO,IRS,877,7054245,Phone,9043
53347122,05/05/2014,Raleigh,NC,IRS,202,2416848,Phone Call: Landline,9043
53347144,05/05/2014,Suitland,MD,IRS,213,6039086,Phone Call: Mobile/Cell,9043
53347145,05/05/2014,Albuquerque,NM,IRS,505,8371473,Phone Call: Landline,9043
53347156,05/05/2014,Warren|Warren,MI|MI,IRS|Criminal Investigation Division,202|,2412073|,Phone Call: Landline,9043
53347169,05/05/2014,Carlyle,IL,IRS Department of Treasury,360,4744787,,9043
53347273,05/05/2014,Los Angeles,CA,IRS,415,2515897,Phone Call: Mobile/Cell,9043
53347302,05/05/2014,Cerritos,CA,IRS,202,8641165,Phone Call: Landline,9043
53347331,05/05/2014,,,IRS,202,5068435,Phone Call: Mobile/Cell,9043
53347417,05/05/2014,Yorktown Heights,NY,Internal Revenue Service Crime & Investigation,202,2411337,Phone Call: Landline,9043
53347423,05/05/2014,Chicago,IL,IRS,,,Phone Call: Landline,9043
53347446,05/05/2014,Silver Spring,MD,IRS,,,Phone Call: Landline,9043
53347566,05/06/2014,Providence,RI,IRS,703,8318279,Phone Call: Landline,9043
53347582,05/06/2014,Melville,NY,IRS,415,2514089,Phone Call: Landline,9043
53347647,05/06/2014,Pinecrest,FL,IRS,585,4446953,Phone Call: Landline,9043
53347663,05/06/2014,,,IRS,202,2411366,Phone Call: Landline,9043
53347678,05/06/2014,Waterford,MI,IRS,202,5069319,Phone,9043
53347752,05/06/2014,Pembroke Pines,FL,IRS,202,2411366,Phone Call: Landline,9043
53347778,05/06/2014,,MI,Internal Revenue Service,585,6331814,Phone Call: Landline,9043
53347792,05/06/2014,Horseheads|Horseheads,NY|NY,IRS,202,2414600,Phone Call: Landline,9043
53347805,05/06/2014,Houston,TX,IRS,202,2419019,Phone,9043
53347825,05/06/2014,Louisville,KY,IRS,716,2612184,Phone Call: Mobile/Cell,9043
53347839,05/06/2014,DeKalb,IL,IRS (scam),202,2411366,Phone Call: Landline,9043
53347850,05/06/2014,,MA,IRS,202,2411435,,9043
53347880,05/06/2014,Katy,TX,IRS,323,3314303,Phone Call: Mobile/Cell,9043
53347930,05/06/2014,Portsmith,NH,IRS,202,5069319,Phone,9043
53353648,05/05/2014,Rolling Hill Estates,CA,IRS,202,5069319,Phone Call: Landline,9043
53353712,05/05/2014,,,IRS,585,5686673,Phone Call: Mobile/Cell,9043
53353748,05/05/2014,Potomac,MD,IRS,206,4144646,Phone,9043
53353758,05/05/2014,,IN,IRS,415,2514089,Phone Call: Landline,9043
53353759,05/05/2014,Hartland,WI,IRS,202,2397073,,9043
53353841,05/05/2014,Portland,OR,IRS,,,Phone Call: Landline,9043
53353842,05/05/2014,San Jose,CA,IRS,202,5069216,Phone Call: Landline,9043
